1 [1, 0.4048, 1, 4.928922653198242] 0 -0.6666666666666666 0.5 0.16666666666666666 [1, 0.16570000000000001, 1, 50.0] False
2 [1, 0.16570000000000001, 1, 50.0] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.3515, 1, 5.31163215637207] False
3 [1, 0.3515, 1, 5.31163215637207] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.4447, 1, 3.2102584838867188] False
4 [1, 0.4447, 1, 3.2102584838867188] 0 -0.43062179659401545 0.2639551299273488 0.16666666666666666 [1, 0.3981, 1, 22.036762237548828] False
5 [1, 0.3981, 1, 22.036762237548828] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.3556, 1, 7.503318786621094] False
6 [1, 0.3556, 1, 7.503318786621094] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.4182, 1, 12.962398529052736] False
7 [1, 0.4182, 1, 12.962398529052736] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.39039999999999997, 1, 3.9674282073974605] False
8 [1, 0.39039999999999997, 1, 3.9674282073974605] 0 -0.5390519059637271 0.37238523929706047 0.16666666666666666 [1, 0.9079999999999999, 1, 22.67791748046875] False
9 [1, 0.9079999999999999, 1, 22.67791748046875] +1 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.3901, 1, 13.552770614624023] False
10 [2, 0.3901, 1, 13.552770614624023] 0 -0.7451807570831179 0.41184742374978456 0.3333333333333333 [2, 0.12990000000000002, 1, 40.748538970947266] False
11 [2, 0.12990000000000002, 1, 40.748538970947266] -1 -0.6666666666666666 0.5 0.16666666666666666 [1, 1.0276, 1, 7.971286773681641] False
12 [1, 1.0276, 1, 7.971286773681641] +1 -0.8333333333333333 0.5 0.3333333333333333 [2, 1.0094, 1, 13.96232604980469] False
13 [2, 1.0094, 1, 13.96232604980469] +1 -0.7662613321522362 0.26626133215223624 0.5 [3, 0.3477, 1, 22.36802101135254] False
14 [3, 0.3477, 1, 22.36802101135254] 0 -0.8379720426928958 0.3379720426928958 0.5 [3, 0.2305, 1, 31.99151039123535] False
15 [3, 0.2305, 1, 31.99151039123535] 0 -0.5 0.0 0.5 [3, 0.31670000000000004, 1, 13.478336334228517] False
16 [3, 0.31670000000000004, 1, 13.478336334228517] 0 -0.5 0.0 0.5 [3, 0.3116, 1, 4.73332405090332] False
17 [3, 0.3116, 1, 4.73332405090332] 0 -0.5 0.0 0.5 [3, 0.34740000000000004, 1, 5.100870132446289] False
18 [3, 0.34740000000000004, 1, 5.100870132446289] 0 -0.5 0.0 0.5 [3, 0.2801, 1, 13.08341979980469] False
19 [3, 0.2801, 1, 13.08341979980469] 0 -0.5 0.0 0.5 [3, 0.27190000000000003, 1, 3.8399696350097656] False
20 [3, 0.27190000000000003, 1, 3.8399696350097656] 0 -0.5 0.0 0.5 [3, 0.3583, 1, 4.65083122253418] False
21 [3, 0.3583, 1, 4.65083122253418] 0 -0.5 0.0 0.5 [3, 0.3812, 1, 4.978036880493164] False
22 [3, 0.3812, 1, 4.978036880493164] 0 -0.5 0.0 0.5 [3, 0.3289, 1, 3.9968490600585938] False
23 [3, 0.3289, 1, 3.9968490600585938] 0 -0.5 0.0 0.5 [3, 0.1398, 1, 13.280258178710938] False
24 [3, 0.1398, 1, 13.280258178710938] -1 -0.5971208890294604 0.2637875556961271 0.3333333333333333 [2, 0.34049999999999997, 1, 22.012634277343754] False
25 [2, 0.34049999999999997, 1, 22.012634277343754] 0 -0.8333333333333333 0.5 0.3333333333333333 [2, 1.0212999999999999, 1, 13.318929672241211] False
26 [2, 1.0212999999999999, 1, 13.318929672241211] +1 -0.5 0.0 0.5 [3, 0.23149999999999998, 1, 15.20901679992676] False
27 [3, 0.23149999999999998, 1, 15.20901679992676] 0 -0.7680360812027596 0.26803608120275957 0.5 [3, 0.196, 1, 22.621936798095703] False
28 [3, 0.196, 1, 22.621936798095703] -1 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.5963, 1, 13.307962417602539] False
29 [2, 0.5963, 1, 13.307962417602539] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.3886, 1, 13.210306167602539] False
30 [2, 0.3886, 1, 13.210306167602539] 0 -0.5966347033775354 0.2633013700442022 0.3333333333333333 [2, 0.455, 1, 21.94258689880371] False
31 [2, 0.455, 1, 21.94258689880371] 0 -0.5973431188478422 0.26400978551450893 0.3333333333333333 [2, 0.38060000000000005, 1, 22.04463005065918] False
