1 [1, 0.47628, 1, 2.855682373046875] 0 -0.6666666666666666 0.5 0.16666666666666666 [1, 1.01606, 1, 4.575872421264648] False
2 [1, 1.01606, 1, 4.575872421264648] +1 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.41368000000000005, 1, 4.257965087890625] False
3 [2, 0.41368000000000005, 1, 4.257965087890625] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.53351, 1, 4.032552242279053] False
4 [2, 0.53351, 1, 4.032552242279053] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.24562, 1, 4.235649108886719] False
5 [2, 0.24562, 1, 4.235649108886719] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.21746, 1, 4.000043869018555] False
6 [2, 0.21746, 1, 4.000043869018555] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.41058, 1, 4.716777801513672] False
7 [2, 0.41058, 1, 4.716777801513672] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.276215, 1, 6.859066486358643] False
8 [2, 0.276215, 1, 6.859066486358643] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.32964, 1, 4.254722595214844] False
9 [2, 0.32964, 1, 4.254722595214844] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.7771399999999999, 1, 4.138755798339844] False
10 [2, 0.7771399999999999, 1, 4.138755798339844] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.22322, 1, 5.23219108581543] False
11 [2, 0.22322, 1, 5.23219108581543] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.528505, 1, 4.458415508270264] False
12 [2, 0.528505, 1, 4.458415508270264] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.30306, 1, 3.7957191467285156] False
13 [2, 0.30306, 1, 3.7957191467285156] 0 -0.6042630042379022 0.270929670904569 0.3333333333333333 [2, 0.5573, 1, 23.034067153930664] False
14 [2, 0.5573, 1, 23.034067153930664] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.27848, 1, 3.7622451782226562] False
15 [2, 0.27848, 1, 3.7622451782226562] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.39419000000000004, 1, 13.147292137145996] False
16 [2, 0.39419000000000004, 1, 13.147292137145996] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.5293199999999999, 1, 3.8855552673339844] False
17 [2, 0.5293199999999999, 1, 3.8855552673339844] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.23236, 1, 3.7811279296875] False
18 [2, 0.23236, 1, 3.7811279296875] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.76346, 1, 4.58979606628418] False
19 [2, 0.76346, 1, 4.58979606628418] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.48900499999999997, 1, 8.699445724487305] False
20 [2, 0.48900499999999997, 1, 8.699445724487305] 0 -0.6573327736277241 0.3239994402943909 0.3333333333333333 [2, 0.8680800000000001, 1, 12.341604232788086] False
21 [2, 0.8680800000000001, 1, 12.341604232788086] +1 -0.5 0.0 0.5 [3, 0.34793999999999997, 1, 14.198408126831055] False
22 [3, 0.34793999999999997, 1, 14.198408126831055] 0 -0.5 0.0 0.5 [3, 0.22994, 1, 4.042148590087891] False
23 [3, 0.22994, 1, 4.042148590087891] 0 -0.5 0.0 0.5 [3, 0.45142000000000004, 1, 13.151881694793701] False
24 [3, 0.45142000000000004, 1, 13.151881694793701] 0 -0.5 0.0 0.5 [3, 0.43038, 1, 6.94270133972168] False
25 [3, 0.43038, 1, 6.94270133972168] 0 -0.5 0.0 0.5 [3, 0.27440000000000003, 1, 13.15999984741211] False
26 [3, 0.27440000000000003, 1, 13.15999984741211] 0 -0.7724591168034824 0.27245911680348245 0.5 [3, 0.32552, 1, 23.25098037719727] False
27 [3, 0.32552, 1, 23.25098037719727] 0 -0.5 0.0 0.5 [3, 0.32182, 1, 12.019462585449219] False
28 [3, 0.32182, 1, 12.019462585449219] 0 -0.7669608390976316 0.2669608390976316 0.5 [3, 0.25028, 1, 22.46820449829102] False
29 [3, 0.25028, 1, 22.46820449829102] 0 -0.5 0.0 0.5 [3, 0.2929, 1, 13.983736038208008] False
30 [3, 0.2929, 1, 13.983736038208008] 0 -0.5 0.0 0.5 [3, 0.47716000000000003, 1, 13.77182960510254] False
31 [3, 0.47716000000000003, 1, 13.77182960510254] 0 -0.5 0.0 0.5 [3, 0.325985, 1, 14.683005809783937] False
32 [3, 0.325985, 1, 14.683005809783937] 0 -0.5 0.0 0.5 [3, 0.50876, 1, 13.144979476928711] False
33 [3, 0.50876, 1, 13.144979476928711] 0 -0.5 0.0 0.5 [3, 0.37728, 1, 3.817272186279297] False
34 [3, 0.37728, 1, 3.817272186279297] 0 -0.7693223626784189 0.2693223626784189 0.5 [3, 0.66646, 1, 22.805423736572266] False
35 [3, 0.66646, 1, 22.805423736572266] 0 -0.5 0.0 0.5 [3, 0.5122800000000001, 1, 15.59535264968872] False
36 [3, 0.5122800000000001, 1, 15.59535264968872] 0 -0.5 0.0 0.5 [3, 0.5831000000000001, 1, 4.599761962890625] False
37 [3, 0.5831000000000001, 1, 4.599761962890625] 0 -0.7839805675033398 0.2839805675033398 0.5 [3, 0.77566, 1, 24.864883422851562] False
38 [3, 0.77566, 1, 24.864883422851562] 0 -0.7699097362788931 0.26990973627889314 0.5 [3, 0.50962, 1, 22.889060974121097] False
39 [3, 0.50962, 1, 22.889060974121097] 0 -0.5 0.0 0.5 [3, 0.549315, 1, 15.181276798248291] False
40 [3, 0.549315, 1, 15.181276798248291] 0 -0.8346710113974494 0.33467101139744937 0.5 [3, 0.33592, 1, 31.574945449829105] False
41 [3, 0.33592, 1, 31.574945449829105] 0 -0.5 0.0 0.5 [3, 0.3186, 1, 6.575727462768555] False
