1 [1, 0.1158, 1, 4.903078079223633] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.10529999999999999, 1, 5.133152008056641] False
2 [1, 0.10529999999999999, 1, 5.133152008056641] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1417, 1, 5.059242248535156] False
3 [1, 0.1417, 1, 5.059242248535156] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1134, 1, 4.99725341796875] False
4 [1, 0.1134, 1, 4.99725341796875] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1757, 1, 4.899740219116211] False
5 [1, 0.1757, 1, 4.899740219116211] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1184, 1, 4.930734634399414] False
6 [1, 0.1184, 1, 4.930734634399414] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.275, 1, 5.036354064941406] False
7 [1, 0.275, 1, 5.036354064941406] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.16922500000000001, 1, 4.992067813873291] False
8 [1, 0.16922500000000001, 1, 4.992067813873291] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.21600000000000003, 1, 5.011081695556641] False
9 [1, 0.21600000000000003, 1, 5.011081695556641] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1583, 1, 5.899906158447266] False
10 [1, 0.1583, 1, 5.899906158447266] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1653, 1, 4.28462028503418] False
11 [1, 0.1653, 1, 4.28462028503418] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1847, 1, 5.519509315490723] False
12 [1, 0.1847, 1, 5.519509315490723] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.1536, 1, 4.504919052124023] False
13 [1, 0.1536, 1, 4.504919052124023] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.3171, 1, 4.802703857421875] False
14 [1, 0.3171, 1, 4.802703857421875] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.2207, 1, 5.2890777587890625] False
