1 [1, 0.5575600000000001, 1, 3.6507606506347656] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.33744, 1, 6.771945953369141] False
2 [1, 0.33744, 1, 6.771945953369141] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.35184, 1, 2.855968475341797] False
3 [1, 0.35184, 1, 2.855968475341797] 0 -0.4290875228272627 0.26242085616059607 0.16666666666666666 [1, 0.4436, 1, 21.8155574798584] False
4 [1, 0.4436, 1, 21.8155574798584] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.51354, 1, 2.9098987579345703] False
5 [1, 0.51354, 1, 2.9098987579345703] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.43329999999999996, 1, 5.7506561279296875] False
6 [1, 0.43329999999999996, 1, 5.7506561279296875] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.2976, 1, 3.051328659057617] False
7 [1, 0.2976, 1, 3.051328659057617] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.37802, 1, 12.374219894409181] False
8 [1, 0.37802, 1, 12.374219894409181] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.4611, 1, 14.156875610351564] False
9 [1, 0.4611, 1, 14.156875610351564] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.5345, 1, 4.61735725402832] False
10 [1, 0.5345, 1, 4.61735725402832] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.48336, 1, 3.0153274536132812] False
11 [1, 0.48336, 1, 3.0153274536132812] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.6871200000000001, 1, 3.748321533203125] False
12 [1, 0.6871200000000001, 1, 3.748321533203125] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.67828, 1, 2.9654979705810547] False
13 [1, 0.67828, 1, 2.9654979705810547] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.64616, 1, 2.5508880615234375] False
14 [1, 0.64616, 1, 2.5508880615234375] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.48356, 1, 11.892232894897461] False
15 [1, 0.48356, 1, 11.892232894897461] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.42548, 1, 3.6520957946777344] False
16 [1, 0.42548, 1, 3.6520957946777344] 0 -0.49791993331671514 0.3312532666500485 0.16666666666666666 [1, 0.79682, 1, 31.14116668701172] False
17 [1, 0.79682, 1, 31.14116668701172] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.71006, 1, 2.879047393798828] False
18 [1, 0.71006, 1, 2.879047393798828] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.68994, 1, 12.972745895385742] False
19 [1, 0.68994, 1, 12.972745895385742] 0 -0.4306940094515611 0.2640273427848945 0.16666666666666666 [1, 0.65348, 1, 22.04715728759766] False
20 [1, 0.65348, 1, 22.04715728759766] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.6922400000000001, 1, 3.751087188720703] False
21 [1, 0.6922400000000001, 1, 3.751087188720703] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.7701399999999999, 1, 3.727865219116211] False
22 [1, 0.7701399999999999, 1, 3.727865219116211] 0 -0.4308603363603517 0.2641936696936851 0.16666666666666666 [1, 0.53078, 1, 22.071094512939453] False
23 [1, 0.53078, 1, 22.071094512939453] 0 -0.43070726061876596 0.26404059395209933 0.16666666666666666 [1, 0.63066, 1, 22.049064636230472] False
24 [1, 0.63066, 1, 22.049064636230472] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.5955400000000001, 1, 11.170339584350586] False
25 [1, 0.5955400000000001, 1, 11.170339584350586] 0 -0.43465233770094713 0.2679856710342805 0.16666666666666666 [1, 0.60122, 1, 22.614736557006836] False
26 [1, 0.60122, 1, 22.614736557006836] 0 -0.6450289932425459 0.4783623265758793 0.16666666666666666 [1, 0.98556, 1, 5.43665885925293] False
27 [1, 0.98556, 1, 5.43665885925293] +1 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.53052, 1, 12.571678161621094] False
28 [2, 0.53052, 1, 12.571678161621094] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.51628, 1, 4.161739349365234] False
29 [2, 0.51628, 1, 4.161739349365234] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.78764, 1, 4.051446914672852] False
30 [2, 0.78764, 1, 4.051446914672852] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.62998, 1, 4.329013824462891] False
31 [2, 0.62998, 1, 4.329013824462891] 0 -0.6004407860192347 0.2671074526859014 0.3333333333333333 [2, 0.3546, 1, 22.489185333251957] False
32 [2, 0.3546, 1, 22.489185333251957] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.50384, 1, 13.049230575561523] False
33 [2, 0.50384, 1, 13.049230575561523] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.33230000000000004, 1, 13.286027908325195] False
34 [2, 0.33230000000000004, 1, 13.286027908325195] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.38909999999999995, 1, 13.311586380004885] False
35 [2, 0.38909999999999995, 1, 13.311586380004885] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.5674600000000001, 1, 13.002071380615234] False
36 [2, 0.5674600000000001, 1, 13.002071380615234] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.4611, 1, 13.759479522705078] False
37 [2, 0.4611, 1, 13.759479522705078] 0 -0.6137697764237433 0.28043644309041005 0.3333333333333333 [2, 0.62836, 1, 24.372167587280273] False
38 [2, 0.62836, 1, 24.372167587280273] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.79574, 1, 5.427885055541992] False
39 [2, 0.79574, 1, 5.427885055541992] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.43189999999999995, 1, 13.318643569946289] False
40 [2, 0.43189999999999995, 1, 13.318643569946289] 0 -0.6668806701601906 0.33354733682685733 0.3333333333333333 [2, 0.24392, 1, 31.432609558105472] False
41 [2, 0.24392, 1, 31.432609558105472] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.38356, 1, 3.81927490234375] False
42 [2, 0.38356, 1, 3.81927490234375] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.27032, 1, 13.574609756469727] False
43 [2, 0.27032, 1, 13.574609756469727] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.34808, 1, 4.141378402709961] False
44 [2, 0.34808, 1, 4.141378402709961] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.7966599999999999, 1, 4.605293273925781] False
45 [2, 0.7966599999999999, 1, 4.605293273925781] 0 -0.6663822031904674 0.3330488698571341 0.3333333333333333 [2, 0.58354, 1, 31.369380950927734] False
46 [2, 0.58354, 1, 31.369380950927734] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.44298000000000004, 1, 4.281854629516602] False
47 [2, 0.44298000000000004, 1, 4.281854629516602] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.5043, 1, 12.691936492919924] False
48 [2, 0.5043, 1, 12.691936492919924] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.32864000000000004, 1, 12.883005142211916] False
49 [2, 0.32864000000000004, 1, 12.883005142211916] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.35424, 1, 13.816461563110352] False
50 [2, 0.35424, 1, 13.816461563110352] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.61024, 1, 4.390192031860352] False
51 [2, 0.61024, 1, 4.390192031860352] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.7673399999999999, 1, 4.449796676635742] False
52 [2, 0.7673399999999999, 1, 4.449796676635742] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.32072, 1, 12.567911148071289] False
53 [2, 0.32072, 1, 12.567911148071289] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.7796000000000001, 1, 4.419898986816406] False
54 [2, 0.7796000000000001, 1, 4.419898986816406] 0 -0.5997880088912437 0.26645467555791036 0.3333333333333333 [2, 0.7730400000000001, 1, 22.395725250244144] False
55 [2, 0.7730400000000001, 1, 22.395725250244144] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.48847999999999997, 1, 4.306316375732422] False
56 [2, 0.48847999999999997, 1, 4.306316375732422] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.37966, 1, 3.1314849853515625] False
57 [2, 0.37966, 1, 3.1314849853515625] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.26706, 1, 3.3507347106933594] False
58 [2, 0.26706, 1, 3.3507347106933594] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.45592, 1, 5.036306381225586] False
59 [2, 0.45592, 1, 5.036306381225586] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.34216, 1, 3.6098480224609375] False
60 [2, 0.34216, 1, 3.6098480224609375] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.3494, 1, 14.190635681152346] False
61 [2, 0.3494, 1, 14.190635681152346] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.28181999999999996, 1, 13.92308235168457] False
62 [2, 0.28181999999999996, 1, 13.92308235168457] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.34206000000000003, 1, 13.450727462768555] False
63 [2, 0.34206000000000003, 1, 13.450727462768555] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.3676, 1, 4.745006561279297] False
64 [2, 0.3676, 1, 4.745006561279297] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.19132000000000002, 1, 4.089212417602539] False
65 [2, 0.19132000000000002, 1, 4.089212417602539] -1 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.53356, 1, 3.1528472900390625] False
66 [1, 0.53356, 1, 3.1528472900390625] 0 -0.4297722362953055 0.26310556962863885 0.16666666666666666 [1, 0.7992, 1, 21.91435813903809] False
67 [1, 0.7992, 1, 21.91435813903809] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.37636000000000003, 1, 3.1427383422851562] False
68 [1, 0.37636000000000003, 1, 3.1427383422851562] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.39908, 1, 4.744815826416016] False
69 [1, 0.39908, 1, 4.744815826416016] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.35034, 1, 3.825235366821289] False
70 [1, 0.35034, 1, 3.825235366821289] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.44046, 1, 3.4921646118164062] False
71 [1, 0.44046, 1, 3.4921646118164062] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.25774, 1, 4.486179351806641] False
72 [1, 0.25774, 1, 4.486179351806641] 0 -0.16666666666666666 0.0 0.16666666666666666 [1, 0.6006, 1, 4.058504104614258] False
73 [1, 0.6006, 1, 4.058504104614258] 0 -0.6666666666666666 0.5 0.16666666666666666 [1, 1.0219, 1, 8.905649185180664] False
74 [1, 1.0219, 1, 8.905649185180664] +1 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.3101, 1, 4.48760986328125] False
75 [2, 0.3101, 1, 4.48760986328125] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.46305999999999997, 1, 4.915046691894531] False
76 [2, 0.46305999999999997, 1, 4.915046691894531] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.3418, 1, 13.795719146728516] False
77 [2, 0.3418, 1, 13.795719146728516] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.39176, 1, 13.390884399414062] False
78 [2, 0.39176, 1, 13.390884399414062] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.7476999999999999, 1, 3.847980499267578] False
79 [2, 0.7476999999999999, 1, 3.847980499267578] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.34064, 1, 3.892946243286133] False
80 [2, 0.34064, 1, 3.892946243286133] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.36798000000000003, 1, 13.276395797729494] False
81 [2, 0.36798000000000003, 1, 13.276395797729494] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.40015999999999996, 1, 13.209638595581056] False
82 [2, 0.40015999999999996, 1, 13.209638595581056] 0 -0.5978296439151465 0.2644963105818132 0.3333333333333333 [2, 0.41788000000000003, 1, 22.114629745483402] False
83 [2, 0.41788000000000003, 1, 22.114629745483402] 0 -0.6130824198099307 0.27974908647659746 0.3333333333333333 [2, 0.44064, 1, 24.276227951049805] False
84 [2, 0.44064, 1, 24.276227951049805] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.4728, 1, 7.062339782714844] False
85 [2, 0.4728, 1, 7.062339782714844] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.29768, 1, 4.884195327758789] False
86 [2, 0.29768, 1, 4.884195327758789] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.42022, 1, 3.7735462188720703] False
87 [2, 0.42022, 1, 3.7735462188720703] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.56996, 1, 13.95965576171875] False
88 [2, 0.56996, 1, 13.95965576171875] 0 -0.6152088627472656 0.28187552941393224 0.3333333333333333 [2, 0.3276, 1, 24.572629928588867] False
89 [2, 0.3276, 1, 24.572629928588867] 0 -0.600649448834363 0.2673161155010296 0.3333333333333333 [2, 0.49168, 1, 22.519035339355472] False
90 [2, 0.49168, 1, 22.519035339355472] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.71604, 1, 3.832674026489258] False
91 [2, 0.71604, 1, 3.832674026489258] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.4039, 1, 4.501485824584961] False
92 [2, 0.4039, 1, 4.501485824584961] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.73954, 1, 5.336713790893555] False
93 [2, 0.73954, 1, 5.336713790893555] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.43516, 1, 3.352069854736328] False
94 [2, 0.43516, 1, 3.352069854736328] 0 -0.3333333333333333 0.0 0.3333333333333333 [2, 0.5037600000000001, 1, 5.54041862487793] False
